カメラ名,メーカー名,発売年,Wikipedia_URL,統合処理日,年度タグ,重複チェックメモ,センサー種別,解像度,重量,発売年月,ISO感度,連写性能,価格
Olympus OM-D E-M10 Mark IV,Olympus,2020,https://en.wikipedia.org/wiki/Olympus_OM-D_E-M10_Mark_IV,2025-08-27T22:49:38.937390,2020,,,,,,,,
Pixii (cameras),Pixii,2020,https://en.wikipedia.org/wiki/Pixii_(cameras),2025-08-27T22:49:38.937392,2020,,[[Back-illuminated_sensor|BSI]]-[[CMOS]],26 [[megapixels]] (6244 x 4168 pixels),460 g including battery,November 2023,ISO 160 up to ISO 12800,,"€2,699 (16 GB model)"
Sony FX6,Sony,2020,https://en.wikipedia.org/wiki/Sony_FX6,2025-08-27T22:49:38.937394,2020,,[[Exmor|Exmor R]] CMOS Sensor,12 megapixels <br>4240 × 2832,"{{convert|890|g|lb|abbr=on}} <br><small>excluding battery, memory card and XLR handle, grip, handle, monitor</small>",{{Start date and age|2020|11|17}},"ISO 40-409600<br>Dual Base ISO Modes:{{hlist|S-Log 3 | Low Base ISO 800 | High Base ISO 12,800 }}",,MSRP: USD 5999 <small>(body)</small>
Sony α7S III,Sony,2020,https://en.wikipedia.org/wiki/Sony_α7S_III,2025-08-27T22:49:38.937399,2020,,[[Exmor|Exmor R]] CMOS Sensor,12 megapixels <br>4240 × 2832,{{convert|699|g|lb|abbr=on}} <br><small>including battery and memory card</small>,{{Start date and age|2020|10|23}},"ISO 80–102400, ISO 40-409600",,"MSRP: USD 3,495 <small>(body)</small>"
Canon EOS R3,Canon,2021,https://en.wikipedia.org/wiki/Canon_EOS_R3,2025-08-27T22:49:39.453676,2021,,Back-illuminated stacked Dual-pixel CMOS sensor,6000 x 4000 (24.1 MP),"{{cvt|822|g|oz}} (body only), {{cvt|1015|g|oz}} (incl. battery and memory card)",{{Start date and age|2021|11|27}},"ISO 100&nbsp;– 102,400 expandable to 50&nbsp;– 204,800",,$5999 (body only)
Fujifilm GFX50S II,Fujifilm,2021,https://en.wikipedia.org/wiki/Fujifilm_GFX50S_II,2025-08-27T22:49:39.453696,2021,,CMOS with [[Bayer filter]],8256 x 6192<br>(51.4 megapixels),{{convert|900|g|lb|abbr=on}} <br><small>including battery and memory card</small>,{{Start date and age|2021|09|29|df=yes|br=yes}},100–12800 <small>(standard)</small> <br>50–102400 <small>(extend)</small>,,"USD 3,999 <small>(body)</small>,<br>USD 4,499<small>(kit)</small>"
Fujifilm GFX100S,Fujifilm,2021,https://en.wikipedia.org/wiki/Fujifilm_GFX100S,2025-08-27T22:49:39.453699,2021,,CMOS with [[Bayer filter]],11648 x 8736<br>(102 megapixels),{{convert|900|g|lb|abbr=on}} <br><small>including battery and memory card</small>,{{Start date and age|2021|2|25}},100–12800 <small>(standard)</small> <br>50–102400 <small>(extend)</small>,,"USD 6,000<small>(body)</small>"
Fujifilm X-E4,Fujifilm,2021,https://en.wikipedia.org/wiki/Fujifilm_X-E4,2025-08-27T22:49:39.453702,2021,,[[Fujifilm X-Trans sensor|X-Trans CMOS 4]],26.1 megapixels <br />6240 x 4160,{{convert|364|g|lb|abbr=on}} <br /><small>including battery and memory card</small>,{{Start date and age|2021|02|25|df=yes|br=yes}},160–12800 <small>(standard)</small> <br />80–51200 <small>(extend)</small>,,"USD 850 <small>(body)</small>,<br /> USD 1050 <small>(kit)</small>"
Fujifilm X-T30 II,Fujifilm,2021,https://en.wikipedia.org/wiki/Fujifilm_X-T30_II,2025-08-27T22:49:39.453704,2021,,[[Fujifilm X-Trans sensor|X-Trans CMOS 4]],26.1 megapixels <br>6240 x 4160,{{convert|378|g|lb|abbr=on}} <br><small>including battery and memory card</small>,{{Start date and age|2021|11|25|df=yes|br=yes}},160–12800 <small>(standard)</small> <br>80–51200 <small>(extend)</small>,,"USD 900 <small>(body)</small>,<br> USD 1,300 <small>(kit)</small>"
Nikon Zfc,Nikon,2021,https://en.wikipedia.org/wiki/Nikon_Zfc,2025-08-27T22:49:39.453707,2021,,CMOS sensor<br>(Nikon DX format),"5,568 × 3,712<br> (20.9 effective [[megapixel]]s)",390g (body only)<br>445g (includes battery),{{Start date and age|2021|7|23}},ISO 100–51200 (standard)<br>ISO 100–204800 (expandable),,
Olympus PEN E-P7,Olympus,2021,https://en.wikipedia.org/wiki/Olympus_PEN_E-P7,2025-08-27T22:49:39.453709,2021,,[[Live MOS]],20.3 megapixels 5184*3888,289g (body only)<br/>337g (including battery and memory card),{{Start date and age|2021|6|25}},100-25600,,
Panasonic Lumix DC-GH5M2,Panasonic,2021,https://en.wikipedia.org/wiki/Panasonic_Lumix_DC-GH5M2,2025-08-27T22:49:39.453895,2021,,[[Live MOS]],5184 x 3888 px (20.33[[megapixels]]),"647g(body)<br>727g(with battery, one SD card)",{{Start date and age|2021|6|25}},"ISO 200-25600, extendable to 100",,
Pentax K-3 Mark III,Pentax,2021,https://en.wikipedia.org/wiki/Pentax_K-3_Mark_III,2025-08-27T22:49:39.453902,2021,,"[[BSI-CMOS]], without low-pass filter",6192×4128 (25.73 megapixels),{{convert|735|g|oz|abbr=on}} (body only)<br />{{convert|820|g|oz|abbr=on}} (including battery and SD Card),{{Start date and age|2021|04|23|df=yes|br=yes}},"[[Film speed|ISO]] 100-1,600,000",,"$1,900 USD"
Pixii (cameras),Pixii,2021,https://en.wikipedia.org/wiki/Pixii_(cameras),2025-08-27T22:49:39.453905,2021,,[[Back-illuminated_sensor|BSI]]-[[CMOS]],26 [[megapixels]] (6244 x 4168 pixels),460 g including battery,November 2023,ISO 160 up to ISO 12800,,"€2,699 (16 GB model)"
Sony FX3,Sony,2021,https://en.wikipedia.org/wiki/Sony_FX3,2025-08-27T22:49:39.453908,2021,,,,,,,,
Sony FX30,Sony,2021,https://en.wikipedia.org/wiki/Sony_FX30,2025-08-27T22:49:39.453911,2021,,[[Exmor|Exmor R]] CMOS Sensor,26 megapixels <br>(effective),"{{convert|646|g|lb|abbr=on}} <br><small>including battery, memory card and XLR handle</small>",{{Start date and age|2022|9|29}},"ISO 100–32000, ISO 50- 102400",,$1800 USD <small>(body only)</small>
Sony α1,Sony,2021,https://en.wikipedia.org/wiki/Sony_α1,2025-08-27T22:49:39.453934,2021,,Exmor RS CMOS,50.1 megapixels <br>8640 × 5760,{{convert|737|g|lb|abbr=on}} <br><small>including battery and memory card</small>,{{Start date and age|2021|1|27}},"ISO 100–32000, ISO 50 to 102400",,"USD 6,495 <small>(body)</small>"
Canon EOS R6 Mark II,Canon,2022,https://en.wikipedia.org/wiki/Canon_EOS_R6_Mark_II,2025-08-27T22:49:39.986597,2022,,[[Full-frame digital SLR|Full-frame]] 35mm,6000 × 4000 pixels (24.2 MP) <ref>http://thenewcamera.com/tag/canon-r6-mark-ii/</ref>,"{{cvt|588|g|oz}} (body only), {{cvt|670|g|oz}} (incl. battery and memory card)","November 2, 2022","ISO 100– 102,400, expandable to 50 and 204,801",,"$2,499.00 (body only)<br/>$2,799 (with RF 24-105 F4-7.1 IS STM)<br/>$3,599 (with RF 24-105 F4 L IS USM)"
Canon EOS R7,Canon,2022,https://en.wikipedia.org/wiki/Canon_EOS_R7,2025-08-27T22:49:39.986615,2022,,Dual-Pixel FSI-[[Active-pixel sensor|CMOS sensor]],6960 x 4640 pixels (32.5 effective [[megapixel]]s),{{cvt|612|g|oz}} (incl. battery and memory card),"{{Start date and age|2022|06|23|df=yes|br=yes}}<ref name=""japrelease"">[https://dc.watch.impress.co.jp/docs/news/1417661.html キヤノン、APS-Cミラーレス「EOS R7」とレンズ2本を6月23日に発売]</ref>","ISO 100&nbsp;– 32,000 expandable to 51,200<ref name="":0"" />",,"$1,499.00 (body only)<br/>$1,899 (with 18-150mm F3.5-6.3 IS STM)"
Canon EOS R10,Canon,2022,https://en.wikipedia.org/wiki/Canon_EOS_R10,2025-08-27T22:49:39.986618,2022,,Dual Pixel FSI-[[Active-pixel sensor|CMOS sensor]],6000 x 4000 pixels (24.2 effective [[megapixel]]s),{{cvt|15.14|oz|g}} (incl. battery and memory card),"{{Start date and age|2022|07|28|df=yes|br=yes}}<ref name=""japrelease""/>","ISO 100&nbsp;– 32,000; expandable to 51,200",,"$979.99 USD (body only)<br>$1,099 USD (with 18-45mm f/4.5-6.3 IS STM)<br>$1,379 USD (with 18-150mm f/3.5-6.3 IS STM)"
Fujifilm X-H2S,Fujifilm,2022,https://en.wikipedia.org/wiki/Fujifilm_X-H2S,2025-08-27T22:49:39.986621,2022,,[[Fujifilm X-Trans sensor|X-Trans CMOS 5 HS]],26.16 megapixels <br>6240 x 4160,{{convert|660|g|lb|abbr=on}} <br><small>including battery and memory card</small>,"{{Start date and age|2022|07|14|df=yes|br=yes}}<ref name=""impress1413169"">[https://dc.watch.impress.co.jp/docs/news/1413169.html 積層型CMOSセンサーを搭載した「FUJIFILM X-H2S」。最高40コマ/秒のブラックアウトフリー連写も]</ref>",160–12800 <small>(standard)</small> <br>80–51200 <small>(extend)</small>,,"JPY 350,000<br>USD 2,499 <small>(body)</small>"
Fujifilm X-T5,Fujifilm,2022,https://en.wikipedia.org/wiki/Fujifilm_X-T5,2025-08-27T22:49:39.986623,2022,,[[Fujifilm X-Trans sensor|X-Trans CMOS 5 HR]],40.20 megapixels <br/>7728 x 5152 (3:2),{{convert|557|g|lb|abbr=on}} <br/><small>including battery and memory cards</small>,{{Start date and age|2022|11|25|df=yes|br=yes}},125–12800 <small>(standard)</small> <br/>64–51200 <small>(extend)</small>,,"USD 1,699<br/>JPY 253,000"
Leica M11,Leica,2022,https://en.wikipedia.org/wiki/Leica_M11,2025-08-27T22:49:39.986626,2022,,[[CMOS sensor|CMOS]],60 [[Megapixels]] (RAW Color Depth:14bits),{{Convert|530|g|abbr=on}} with battery (M11),,64 to 50000,,
Nikon Z30,Nikon,2022,https://en.wikipedia.org/wiki/Nikon_Z30,2025-08-27T22:49:39.986628,2022,,CMOS sensor<br>(Nikon DX format),"5,568 × 3,712<br> (20.9 effective [[megapixel]]s)",350g (body only)<br>405g (including battery),"{{Start date and age|2022|08|05}}<ref name=""impress1420959"">[https://dc.watch.impress.co.jp/docs/news/1420959.html ニコン、Vlog仕様のZシリーズ最小最軽量モデル「Z 30」。レンズキット12万円]</ref>",ISO 100–51200 (standard)<br>ISO 100–204800 (expandable),,"JPY 98000<ref name=""impress1420959""/>"
OM System OM-1,OM,2022,https://en.wikipedia.org/wiki/OM_System_OM-1,2025-08-27T22:49:39.986631,2022,,[[Back-illuminated sensor|Stacked BSI]] [[CMOS sensor|CMOS]] (branded [[Live MOS]]),5184×3888 (20.4 megapixels),{{Convert|599|g|oz|abbr=on}} with battery and one memory card,{{Start date and age|2022|3|18}},<!-- Film speed -->,,"{{Currency|273,000|jpy}}/{{Currency|2,199|usd}} body only"
OM System OM-5,OM,2022,https://en.wikipedia.org/wiki/OM_System_OM-5,2025-08-27T22:49:39.986633,2022,,Live MOS,,"414g(within Battery, Memorycard)",{{Start date and age|2022|11|18|df=yes|br=yes}},64-6400<br>(expandable 25600),,"JPY 165,000"
Panasonic Lumix DC-GH6,Panasonic,2022,https://en.wikipedia.org/wiki/Panasonic_Lumix_DC-GH6,2025-08-27T22:49:39.986635,2022,,[[Live MOS]],5776 × 4336&nbsp;px (25.21&nbsp;[[megapixels]]),"739&nbsp;g (body)<br />823&nbsp;g (with battery, one SD card)",February 2022,"ISO 100–25600, extendable to 50{{efn|In V-Log the ISO range is 250–12800, extendable to 125}}",,
Pixii (cameras),Pixii,2022,https://en.wikipedia.org/wiki/Pixii_(cameras),2025-08-27T22:49:39.986637,2022,,[[Back-illuminated_sensor|BSI]]-[[CMOS]],26 [[megapixels]] (6244 x 4168 pixels),460 g including battery,November 2023,ISO 160 up to ISO 12800,,"€2,699 (16 GB model)"
Sony α7R V,Sony,2022,https://en.wikipedia.org/wiki/Sony_α7R_V,2025-08-27T22:49:39.986643,2022,,[[BSI-CMOS]],9504&nbsp;× 6336 (61 megapixels),723&nbsp;g with battery and SD card,December 2022,ISO 100–32000 (expandable to ISO 50–102400) (still images),,"MSRP $3,900 (USD) £4,000 (GBP) 2022"
Canon EOS R8,Canon,2023,https://en.wikipedia.org/wiki/Canon_EOS_R8,2025-08-27T22:49:40.505887,2023,,Dual pixel CMOS sensor,6000 × 4000 pixels (24.2 megapixels),"{{cvt|414|g|oz}} (body only), {{cvt|461|g|oz}} (incl. battery and memory card)",{{Start date and age|2023|04|18|df=yes|br=yes}},100 – 102 400 (expandable to 50 – 204 800),,"{{dollarsign|USD|1,499|lk=on}} - body only<br />{{dollarsign|USD|1,699|lk=on}} - body-and-24-50mm f/4.5-6.3 IS STM Lens Kit"
Canon EOS R50,Canon,2023,https://en.wikipedia.org/wiki/Canon_EOS_R50,2025-08-27T22:49:40.505911,2023,,[[CMOS]],6000 × 4000 pixels (24.2 effective megapixels),{{cvt|328|g|oz}} (body only)<br/>{{cvt|375|g|oz}} (including battery and memory card),{{Start date and age|2023|04|18|df=yes|br=yes}},"ISO 100 – 32,000; expandable to 51,200",,{{dollarsign|USD|680|lk=on}} (body only)<br/>{{dollarsign|USD|800|lk=on}} (with RF-S 18-45mm f/4.5-6.3 IS STM)<br/>{{dollarsign|USD|1029|lk=on}} (with RF-S 18-45mm f/4.5-6.3 IS STM and RF-S 55-210mm f/5-7.1 IS STM)
Canon EOS R100,Canon,2023,https://en.wikipedia.org/wiki/Canon_EOS_R100,2025-08-27T22:49:40.505914,2023,,[[CMOS]],6000 × 4000 pixels (24.1 megapixels),{{cvt|356|g|oz}} (including battery and memory card),{{Start date and age|2023|05|24|df=yes|br=yes}},"ISO 100 – 12,800; expandable to 25,600",,{{dollar sign|USD|480|lk=on}} - body only
Fujifilm GFX100 II,Fujifilm,2023,https://en.wikipedia.org/wiki/Fujifilm_GFX100_II,2025-08-27T22:49:40.505917,2023,,CMOS with [[Bayer filter]],11648 × 8736<br>(102 megapixels),"{{convert|1030|g|lb|abbr=on}} <br /><small>including battery, memory card and EVF</small>",{{Start date and age|2023|9|12}},"ISO 80–12800 <small>(standard)</small> <br/>ISO 40–102400 <small>(extended)</small><ref name=""PCMag.com--Specs"" />",,"USD 7,499 <small>(body)</small>"
Fujifilm X-S20,Fujifilm,2023,https://en.wikipedia.org/wiki/Fujifilm_X-S20,2025-08-27T22:49:40.505919,2023,,[[Fujifilm X-Trans sensor|X-Trans CMOS 4]],26.1 megapixels <br>6240 x 4160,{{convert|491|g|lb|abbr=on}} <br>including battery and memory card,{{Start date and age|2023|6|30}},160–12800 (standard) <br>80–51200 (extended),,JPY 204600(body)<br>USD 1299(body)
Leica Q3,Leica,2023,https://en.wikipedia.org/wiki/Leica_Q3,2025-08-27T22:49:40.505922,2023,,<!-- Image sensor -->,60 MP,,25 May 2023 <!-- Release date -->,,,
Leica Q3 43,Leica,2023,https://en.wikipedia.org/wiki/Leica_Q3_43,2025-08-27T22:49:40.505924,2023,,[[CMOS]],60 MP,772g (688g without battery),26 September 2024 <!-- Release date -->,,,"$6,985 / €6,750"
Nikon Z8,Nikon,2023,https://en.wikipedia.org/wiki/Nikon_Z8,2025-08-27T22:49:40.505928,2023,,Stacked back-illuminated [[Active pixel sensor|CMOS sensor]],"8,256 x 5,504 (45.4 [[megapixel]]s)",910g (with battery),{{Start date and age|2023|5|26|df=yes|br=yes}},"Native range of ISO 64-25,600 (expandable to 32-102,400)",,"JPY 599,500 (body only)<br>"
Nikon Zf,Nikon,2023,https://en.wikipedia.org/wiki/Nikon_Zf,2025-08-27T22:49:40.505930,2023,,BSI-CMOS Sensor,"6,048 × 4,032<br />(24.5 effective [[Pixel#Megapixel|megapixels]])",630g (body only)<br />710g (includes battery),{{Start date and age|2023|10|27|df=yes|br=yes}}<ref>[https://dc.watch.impress.co.jp/docs/news/1536565.html ニコン Z fの発売日が10月27日に決定]</ref>,ISO 100–64000 (standard)<br />ISO 100–204800 (expandable),,
OM System Tough TG-7,OM,2023,https://en.wikipedia.org/wiki/OM_System_Tough_TG-7,2025-08-27T22:49:40.505932,2023,,BSI‑CMOS,4000 × 3000 (12 megapixels effective),249 g (with battery and card),"September 13, 2023",AUTO ISO: 100–1600 (customizable up to 12800); Manual ISO: 100–12800,,US $549 (introductory)
Sony α6700,Sony,2023,https://en.wikipedia.org/wiki/Sony_α6700,2025-08-27T22:49:40.505938,2023,,[[Exmor]] R CMOS,6192 X 4128 (26MP),493g,Late July 2023,"Auto, 100{{snd}}32{{nnbsp}}000 (50{{snd}}102{{nnbsp}}400)",,"USD$1,398.00 (body alone)"
Canon EOS R5 Mark II,Canon,2024,https://en.wikipedia.org/wiki/Canon_EOS_R5_Mark_II,2025-08-27T22:49:41.023092,2024,,"<!-- Type of sensor used to record the image (Analog/Digital CCD/CMOS, Film, etc) -->",8192 × 5464 (~45 Mega Pixels),"{{cvt|656|g|oz}} (body only), {{cvt|746|g|oz}} (incl. battery and memory card)",{{date|2024-08-20}},"ISO 100&nbsp;– 51,200 expandable to 50&nbsp;– 102,400",,"$4,299 (body only)<br>$5,399 (with RF 24-105mm f/4 L IS USM kit)"
Fujifilm GFX100S II,Fujifilm,2024,https://en.wikipedia.org/wiki/Fujifilm_GFX100S_II,2025-08-27T22:49:41.023112,2024,,CMOS with [[Bayer filter]],11648 × 8736<br>(102 megapixels),{{convert|883|g|lb|abbr=on}} <br /><small>including battery and SD memory card</small>,{{Start date and age|2024|5|16}},ISO 80–12800 <small>(standard)</small> <br/>ISO 40–102400 <small>(extended)</small><ref name=dpreview.com--Specs/>,,"USD 4,999<small>(body)</small>"
Fujifilm X-M5,Fujifilm,2024,https://en.wikipedia.org/wiki/Fujifilm_X-M5,2025-08-27T22:49:41.023115,2024,,[[Fujifilm X-Trans sensor|X-Trans CMOS 4]],26.1 megapixels <br />6240 x 4160,{{convert|355|g|lb|abbr=on}} <br>including battery and memory card,{{Start date and age|2024|11|28|df=yes|br=yes}},160–12800 <small>(standard)</small> <br />80–51200 <small>(extend)</small>,,"{{USD|799}}<br>{{JPY|136,400}}<br>(body only)"
Nikon Z6III,Nikon,2024,https://en.wikipedia.org/wiki/Nikon_Z6III,2025-08-27T22:49:41.023118,2024,,Partially stacked back-illuminated [[Active pixel sensor|CMOS sensor]],"6,048 x 4,032 (24.5 effective [[megapixel]]s)",760g (with battery),{{Start date and age|2024|6|24|df=yes|br=yes}},"Native range of ISO 100-64,000 (expandable to 50-204,800)",,"USD $2,499.95"
Nikon Z50II,Nikon,2024,https://en.wikipedia.org/wiki/Nikon_Z50II,2025-08-27T22:49:41.023120,2024,,CMOS sensor,"5,568 × 3,712<br> (20.9 effective [[megapixel]]s)",495g (body only)<br/>550g (including battery and SD card),"{{Start date and age|2024|11|21|br=yes}}<ref>{{cite web |title=Nikon Z50 II Officially Announced, Release Date & Pre Orders Now Live |url=https://www.imaging-resource.com/news/2024/11/07/nikon-z50-ii-officially-announced-release-date-pre-orders-now-live |website=Imaging Resource |access-date=17 January 2025}}</ref>",ISO 100–51200 (standard)<br>ISO 100–204800 (expandable),,$906.95
Pixii (cameras),Pixii,2024,https://en.wikipedia.org/wiki/Pixii_(cameras),2025-08-27T22:49:41.023122,2024,,[[Back-illuminated_sensor|BSI]]-[[CMOS]],26 [[megapixels]] (6244 x 4168 pixels),460 g including battery,November 2023,ISO 160 up to ISO 12800,,"€2,699 (16 GB model)"
Sony α1 II,Sony,2024,https://en.wikipedia.org/wiki/Sony_α1_II,2025-08-27T22:49:41.023127,2024,,Exmor RS CMOS,50.1 megapixels <br>8640 × 5760,{{convert|743|g|lb|abbr=on}} <br><small>including battery and memory card</small>,{{Start date and age|2024|11|19}},"ISO 100–32000, expandable to ISO 50 and 102400",,"USD 6,499.99 <small>(body)</small>"
Sony α9 III,Sony,2024,https://en.wikipedia.org/wiki/Sony_α9_III,2025-08-27T22:49:41.023129,2024,,[[CMOS sensor]] with global shutter,6000×4000 (3:2) (24.6 [[megapixel]]s),{{convert|702|g|lboz|abbr=on}} (with battery and memory card),Spring 2024,ISO 250–25600 (expandable to ISO 125–51200) (still images),,"$5,999 USD (body only)<br/>$8,299 CAN<br/>£6,099 GBP<br />6,999€ EUR<br>904,500 JPY"
Canon EOS R50 V,Canon,2025,https://en.wikipedia.org/wiki/Canon_EOS_R50_V,2025-08-27T22:49:41.550611,2025,,CMOS,6000 x 4000 (24 MP),,"Announced March 26, 2025",,,$649 (body only)<br>$849 (with RF-S 14-30mm f4.6 PZ lens)
Nikon Coolpix P1100,Nikon,2025,https://en.wikipedia.org/wiki/Nikon_Coolpix_P1100,2025-08-27T22:49:41.550631,2025,,[[CMOS]],4608 × 3456 (16 megapixels),"{{cvt|49.9|oz|g}} (approx. 1410 g), including battery and memory card","February 5, 2025 (announced)",,,"$1,099 (MSRP)"
Nikon Z5II,Nikon,2025,https://en.wikipedia.org/wiki/Nikon_Z5II,2025-08-27T22:49:41.550634,2025,,BSI-CMOS Sensor,"6,048 × 4,032<br />(24.5 effective [[Pixel#Megapixel|megapixels]])",620g (body only)<br />700g (includes battery),{{Start date and age|2025|04|03|df=yes|br=yes}},ISO 100–64000 (standard)<br />ISO 100–204800 (expandable),,"$1,696.95"
OM System OM-3,OM,2025,https://en.wikipedia.org/wiki/OM_System_OM-3,2025-08-27T22:49:41.550637,2025,,[[Back-illuminated sensor|Stacked BSI]] [[CMOS sensor|CMOS]] (branded [[Live MOS]]),5184×3888 (20.4 megapixels),{{Convert|496|g|oz|abbr=on}} with battery,{{Start date and age|2025|3|1}}<ref>[https://dc.watch.impress.co.jp/docs/news/1660365.html グリップレスボディにフラッグシップ譲りの機能を盛り込んだ「OM SYSTEM OM-3」]</ref>,<!-- Film speed -->,,"{{Currency|1,999|usd}}<br>{{Currency|264,000|JPY}}<br>body only"
